"","X","subject","type","item","condition","question","correct_answer","response","rt","group","proficiency1","proficiency2","ambiguity","trimmed_rt"
"4057",4057,23,"gap",15,"a","!","{Yes}",0,3412,"Non-Native",79,-0.5,0.5,3412
"4073",4073,23,"gap",20,"b","!","{Yes}",0,2331,"Non-Native",79,-0.5,-0.5,2331
"4079",4079,23,"gap",14,"b","!","{Yes}",0,3684,"Non-Native",79,-0.5,-0.5,3684
"4083",4083,23,"gap",16,"b","!","{No}",1,2692,"Non-Native",79,-0.5,-0.5,2692
"4114",4114,23,"gap",24,"b","!","{No}",1,1505,"Non-Native",79,-0.5,-0.5,1505
"4121",4121,23,"gap",19,"a","!","{Yes}",0,2136,"Non-Native",79,-0.5,0.5,2136
"4125",4125,23,"gap",21,"a","!","{Yes}",0,1640,"Non-Native",79,-0.5,0.5,1640
"4163",4163,24,"gap",20,"a","!","{No}",1,2908,"Non-Native",86,-0.5,0.5,2908
"4173",4173,24,"gap",18,"a","!","{No}",1,2680,"Non-Native",86,-0.5,0.5,2680
"4191",4191,24,"gap",15,"b","!","{Yes}",0,2116,"Non-Native",86,-0.5,-0.5,2116
"4196",4196,24,"gap",23,"b","!","{No}",1,5812,"Non-Native",86,-0.5,-0.5,5812
"4203",4203,24,"gap",19,"b","!","{Yes}",0,2087,"Non-Native",86,-0.5,-0.5,2087
"4211",4211,24,"gap",14,"a","!","{Yes}",0,1731,"Non-Native",86,-0.5,0.5,1731
"4222",4222,24,"gap",17,"b","!","{Yes}",0,2418,"Non-Native",86,-0.5,-0.5,2418
"4239",4239,24,"gap",16,"a","!","{Yes}",0,2114,"Non-Native",86,-0.5,0.5,2114
"4243",4243,24,"gap",22,"a","!","{No}",1,3714,"Non-Native",86,-0.5,0.5,3714
"4280",4280,24,"gap",24,"a","!","{Yes}",0,2305,"Non-Native",86,-0.5,0.5,2305
"4293",4293,24,"gap",21,"b","!","{Yes}",0,2171,"Non-Native",86,-0.5,-0.5,2171
"4318",4318,24,"gap",13,"b","!","{Yes}",0,1986,"Non-Native",86,-0.5,-0.5,1986
"4345",4345,25,"gap",13,"a","!","{Yes}",0,4249,"Non-Native",52,0.5,0.5,4249
"4358",4358,25,"gap",18,"b","!","{No}",1,4481,"Non-Native",52,0.5,-0.5,4481
"4380",4380,25,"gap",17,"a","!","{No}",1,2504,"Non-Native",52,0.5,0.5,2504
"4388",4388,25,"gap",20,"b","!","{Yes}",0,1898,"Non-Native",52,0.5,-0.5,1898
"4407",4407,25,"gap",22,"b","!","{No}",1,2285,"Non-Native",52,0.5,-0.5,2285
"4418",4418,25,"gap",16,"b","!","{No}",1,9112,"Non-Native",52,0.5,-0.5,9112
"4433",4433,25,"gap",21,"a","!","{Yes}",0,3285,"Non-Native",52,0.5,0.5,3285
"4451",4451,25,"gap",24,"b","!","{No}",1,1575,"Non-Native",52,0.5,-0.5,1575
"4454",4454,25,"gap",23,"a","!","{Yes}",0,2010,"Non-Native",52,0.5,0.5,2010
"4488",4488,25,"gap",19,"a","!","{Yes}",0,2304,"Non-Native",52,0.5,0.5,2304
"4492",4492,25,"gap",15,"a","!","{Yes}",0,3612,"Non-Native",52,0.5,0.5,3612
"4495",4495,25,"gap",14,"b","!","{Yes}",0,1747,"Non-Native",52,0.5,-0.5,1747
"4519",4519,26,"gap",22,"a","!","{No}",1,1533,"Non-Native",83,-0.5,0.5,1533
"4532",4532,26,"gap",16,"a","!","{Yes}",0,3111,"Non-Native",83,-0.5,0.5,3111
"4539",4539,26,"gap",23,"b","!","{Yes}",0,2121,"Non-Native",83,-0.5,-0.5,2121
"4552",4552,26,"gap",21,"b","!","{Yes}",0,2152,"Non-Native",83,-0.5,-0.5,2152
"4571",4571,26,"gap",17,"b","!","{Yes}",0,1175,"Non-Native",83,-0.5,-0.5,1175
"4596",4596,26,"gap",20,"a","!","{No}",1,4104,"Non-Native",83,-0.5,0.5,4104
"4599",4599,26,"gap",18,"a","!","{Yes}",0,1132,"Non-Native",83,-0.5,0.5,1132
"4608",4608,26,"gap",19,"b","!","{Yes}",0,1533,"Non-Native",83,-0.5,-0.5,1533
"4612",4612,26,"gap",24,"a","!","{Yes}",0,3610,"Non-Native",83,-0.5,0.5,3610
"4625",4625,26,"gap",15,"b","!","{Yes}",0,3265,"Non-Native",83,-0.5,-0.5,3265
"4636",4636,26,"gap",14,"a","!","{Yes}",0,1103,"Non-Native",83,-0.5,0.5,1103
"4647",4647,26,"gap",13,"b","!","{Yes}",0,1675,"Non-Native",83,-0.5,-0.5,1675
"4699",4699,27,"gap",13,"a","!","{Yes}",0,2984,"Non-Native",63,0.5,0.5,2984
"4702",4702,27,"gap",18,"b","!","{No}",1,4150,"Non-Native",63,0.5,-0.5,4150
"4717",4717,27,"gap",14,"b","!","{Yes}",0,2044,"Non-Native",63,0.5,-0.5,2044
"4723",4723,27,"gap",17,"a","!","{Yes}",0,1964,"Non-Native",63,0.5,0.5,1964
"4739",4739,27,"gap",23,"a","!","{Yes}",0,1890,"Non-Native",63,0.5,0.5,1890
"4753",4753,27,"gap",22,"b","!","{Yes}",0,3362,"Non-Native",63,0.5,-0.5,3362
"4760",4760,27,"gap",19,"a","!","{Yes}",0,2561,"Non-Native",63,0.5,0.5,2561
"4775",4775,27,"gap",20,"b","!","{Yes}",0,3090,"Non-Native",63,0.5,-0.5,3090
"4792",4792,27,"gap",16,"b","!","{No}",1,3604,"Non-Native",63,0.5,-0.5,3604
"4806",4806,27,"gap",24,"b","!","{No}",1,3969,"Non-Native",63,0.5,-0.5,3969
"4843",4843,27,"gap",21,"a","!","{Yes}",0,2399,"Non-Native",63,0.5,0.5,2399
"4847",4847,27,"gap",15,"a","!","{Yes}",0,2365,"Non-Native",63,0.5,0.5,2365
"4879",4879,28,"gap",13,"b","!","{Yes}",0,5576,"Non-Native",85,-0.5,-0.5,5576
"4890",4890,28,"gap",21,"b","!","{Yes}",0,1930,"Non-Native",85,-0.5,-0.5,1930
"4914",4914,28,"gap",22,"a","!","{No}",1,8467,"Non-Native",85,-0.5,0.5,8467
"4924",4924,28,"gap",23,"b","!","{Yes}",0,7145,"Non-Native",85,-0.5,-0.5,7145
"4931",4931,28,"gap",16,"a","!","{Yes}",0,3589,"Non-Native",85,-0.5,0.5,3589
"4937",4937,28,"gap",15,"b","!","{Yes}",0,11994,"Non-Native",85,-0.5,-0.5,11994
"4950",4950,28,"gap",18,"a","!","{No}",1,10910,"Non-Native",85,-0.5,0.5,10910
"4957",4957,28,"gap",19,"b","!","{No}",1,17071,"Non-Native",85,-0.5,-0.5,17071
"4996",4996,28,"gap",20,"a","!","{No}",1,2786,"Non-Native",85,-0.5,0.5,2786
"5020",5020,28,"gap",17,"b","!","{No}",1,4793,"Non-Native",85,-0.5,-0.5,4793
"5023",5023,28,"gap",24,"a","!","{No}",1,2028,"Non-Native",85,-0.5,0.5,2028
"5035",5035,28,"gap",14,"a","!","{No}",1,5837,"Non-Native",85,-0.5,0.5,5837
"5076",5076,29,"gap",24,"b","!","{No}",1,2911,"Non-Native",85,-0.5,-0.5,2911
"5098",5098,29,"gap",22,"b","!","{Yes}",0,3183,"Non-Native",85,-0.5,-0.5,3183
"5101",5101,29,"gap",19,"a","!","{Yes}",0,2896,"Non-Native",85,-0.5,0.5,2896
"5109",5109,29,"gap",21,"a","!","{Yes}",0,1720,"Non-Native",85,-0.5,0.5,1720
"5117",5117,29,"gap",15,"a","!","{Yes}",0,3326,"Non-Native",85,-0.5,0.5,3326
"5137",5137,29,"gap",18,"b","!","{No}",1,1706,"Non-Native",85,-0.5,-0.5,1706
"5152",5152,29,"gap",14,"b","!","{Yes}",0,1816,"Non-Native",85,-0.5,-0.5,1816
"5181",5181,29,"gap",13,"a","!","{Yes}",0,1701,"Non-Native",85,-0.5,0.5,1701
"5196",5196,29,"gap",23,"a","!","{Yes}",0,2748,"Non-Native",85,-0.5,0.5,2748
"5202",5202,29,"gap",20,"b","!","{Yes}",0,3609,"Non-Native",85,-0.5,-0.5,3609
"5216",5216,29,"gap",16,"b","!","{No}",1,2452,"Non-Native",85,-0.5,-0.5,2452
"5219",5219,29,"gap",17,"a","!","{Yes}",0,1369,"Non-Native",85,-0.5,0.5,1369
"5236",5236,30,"gap",13,"b","!","{Yes}",0,2444,"Non-Native",60,0.5,-0.5,2444
"5246",5246,30,"gap",23,"b","!","{No}",1,3639,"Non-Native",60,0.5,-0.5,3639
"5254",5254,30,"gap",21,"b","!","{Yes}",0,2542,"Non-Native",60,0.5,-0.5,2542
"5266",5266,30,"gap",18,"a","!","{No}",1,3454,"Non-Native",60,0.5,0.5,3454
"5284",5284,30,"gap",14,"a","!","{Yes}",0,1930,"Non-Native",60,0.5,0.5,1930
"5297",5297,30,"gap",15,"b","!","{No}",1,4746,"Non-Native",60,0.5,-0.5,4746
"5312",5312,30,"gap",19,"b","!","{Yes}",0,2737,"Non-Native",60,0.5,-0.5,2737
"5327",5327,30,"gap",16,"a","!","{No}",1,3927,"Non-Native",60,0.5,0.5,3927
"5344",5344,30,"gap",22,"a","!","{Yes}",0,3577,"Non-Native",60,0.5,0.5,3577
"5362",5362,30,"gap",17,"b","!","{No}",1,6138,"Non-Native",60,0.5,-0.5,6138
"5385",5385,30,"gap",20,"a","!","{Yes}",0,1958,"Non-Native",60,0.5,0.5,1958
"5398",5398,30,"gap",24,"a","!","{Yes}",0,2452,"Non-Native",60,0.5,0.5,2452
"5429",5429,31,"gap",23,"a","!","{Yes}",0,3628,"Non-Native",59,0.5,0.5,3628
"5452",5452,31,"gap",24,"b","!","{No}",1,4344,"Non-Native",59,0.5,-0.5,4344
"5465",5465,31,"gap",21,"a","!","{Yes}",0,3721,"Non-Native",59,0.5,0.5,3721
"5477",5477,31,"gap",20,"b","!","{Yes}",0,3667,"Non-Native",59,0.5,-0.5,3667
"5485",5485,31,"gap",22,"b","!","{No}",1,2171,"Non-Native",59,0.5,-0.5,2171
"5488",5488,31,"gap",18,"b","!","{Yes}",0,2188,"Non-Native",59,0.5,-0.5,2188
"5497",5497,31,"gap",15,"a","!","{Yes}",0,2917,"Non-Native",59,0.5,0.5,2917
"5500",5500,31,"gap",14,"b","!","{Yes}",0,2511,"Non-Native",59,0.5,-0.5,2511
"5525",5525,31,"gap",17,"a","!","{Yes}",0,1605,"Non-Native",59,0.5,0.5,1605
"5541",5541,31,"gap",19,"a","!","{No}",1,1909,"Non-Native",59,0.5,0.5,1909
"5545",5545,31,"gap",16,"b","!","{No}",1,2616,"Non-Native",59,0.5,-0.5,2616
"5554",5554,31,"gap",13,"a","!","{Yes}",0,2212,"Non-Native",59,0.5,0.5,2212
"5595",5595,32,"gap",23,"b","!","{Yes}",0,3807,"Non-Native",71,0.5,-0.5,3807
"5618",5618,32,"gap",15,"b","!","{Yes}",0,3265,"Non-Native",71,0.5,-0.5,3265
"5628",5628,32,"gap",20,"a","!","{Yes}",0,4599,"Non-Native",71,0.5,0.5,4599
"5653",5653,32,"gap",21,"b","!","{Yes}",0,2934,"Non-Native",71,0.5,-0.5,2934
"5660",5660,32,"gap",14,"a","!","{Yes}",0,2746,"Non-Native",71,0.5,0.5,2746
"5668",5668,32,"gap",19,"b","!","{Yes}",0,2162,"Non-Native",71,0.5,-0.5,2162
"5676",5676,32,"gap",16,"a","!","{Yes}",0,5075,"Non-Native",71,0.5,0.5,5075
"5679",5679,32,"gap",22,"a","!","{Yes}",0,2598,"Non-Native",71,0.5,0.5,2598
"5722",5722,32,"gap",18,"a","!","{No}",1,2815,"Non-Native",71,0.5,0.5,2815
"5733",5733,32,"gap",24,"a","!","{Yes}",0,2210,"Non-Native",71,0.5,0.5,2210
"5747",5747,32,"gap",13,"b","!","{Yes}",0,1904,"Non-Native",71,0.5,-0.5,1904
"5755",5755,32,"gap",17,"b","!","{Yes}",0,1791,"Non-Native",71,0.5,-0.5,1791
"5780",5780,33,"gap",15,"a","!","{No}",1,3697,"Non-Native",74,-0.5,0.5,3697
"5790",5790,33,"gap",19,"a","!","{Yes}",0,2995,"Non-Native",74,-0.5,0.5,2995
"5807",5807,33,"gap",13,"a","!","{Yes}",0,2539,"Non-Native",74,-0.5,0.5,2539
"5821",5821,33,"gap",23,"a","!","{Yes}",0,2446,"Non-Native",74,-0.5,0.5,2446
"5836",5836,33,"gap",20,"b","!","{Yes}",0,3440,"Non-Native",74,-0.5,-0.5,3440
"5839",5839,33,"gap",22,"b","!","{No}",1,3633,"Non-Native",74,-0.5,-0.5,3633
"5861",5861,33,"gap",17,"a","!","{Yes}",0,1510,"Non-Native",74,-0.5,0.5,1510
"5875",5875,33,"gap",24,"b","!","{No}",1,2361,"Non-Native",74,-0.5,-0.5,2361
"5882",5882,33,"gap",21,"a","!","{Yes}",0,3191,"Non-Native",74,-0.5,0.5,3191
"5892",5892,33,"gap",16,"b","!","{No}",1,3109,"Non-Native",74,-0.5,-0.5,3109
"5909",5909,33,"gap",18,"b","!","{No}",1,1727,"Non-Native",74,-0.5,-0.5,1727
"5916",5916,33,"gap",14,"b","!","{Yes}",0,3130,"Non-Native",74,-0.5,-0.5,3130
"5960",5960,34,"gap",16,"a","!","{No}",1,1899,"Non-Native",57,0.5,0.5,1899
"5986",5986,34,"gap",21,"b","!","{Yes}",0,4029,"Non-Native",57,0.5,-0.5,4029
"6009",6009,34,"gap",22,"a","!","{No}",1,1970,"Non-Native",57,0.5,0.5,1970
"6017",6017,34,"gap",15,"b","!","{No}",1,1459,"Non-Native",57,0.5,-0.5,1459
"6027",6027,34,"gap",19,"b","!","{Yes}",0,1797,"Non-Native",57,0.5,-0.5,1797
"6033",6033,34,"gap",23,"b","!","{Yes}",0,5125,"Non-Native",57,0.5,-0.5,5125
"6043",6043,34,"gap",14,"a","!","{Yes}",0,1992,"Non-Native",57,0.5,0.5,1992
"6047",6047,34,"gap",24,"a","!","{Yes}",0,1665,"Non-Native",57,0.5,0.5,1665
"6061",6061,34,"gap",13,"b","!","{Yes}",0,3224,"Non-Native",57,0.5,-0.5,3224
"6097",6097,34,"gap",20,"a","!","{Yes}",0,2592,"Non-Native",57,0.5,0.5,2592
"6100",6100,34,"gap",17,"b","!","{Yes}",0,1669,"Non-Native",57,0.5,-0.5,1669
"6119",6119,34,"gap",18,"a","!","{Yes}",0,1967,"Non-Native",57,0.5,0.5,1967
"6158",6158,35,"gap",20,"b","!","{No}",1,6942,"Non-Native",60,0.5,-0.5,6942
"6165",6165,35,"gap",14,"b","!","{No}",1,1902,"Non-Native",60,0.5,-0.5,1902
"6172",6172,35,"gap",19,"a","!","{Yes}",0,2831,"Non-Native",60,0.5,0.5,2831
"6179",6179,35,"gap",18,"b","!","{Yes}",0,3214,"Non-Native",60,0.5,-0.5,3214
"6192",6192,35,"gap",17,"a","!","{Yes}",0,1750,"Non-Native",60,0.5,0.5,1750
"6233",6233,35,"gap",22,"b","!","{Yes}",0,5663,"Non-Native",60,0.5,-0.5,5663
"6240",6240,35,"gap",24,"b","!","{Yes}",0,6085,"Non-Native",60,0.5,-0.5,6085
"6243",6243,35,"gap",13,"a","!","{No}",1,6756,"Non-Native",60,0.5,0.5,6756
"6253",6253,35,"gap",15,"a","!","{Yes}",0,3250,"Non-Native",60,0.5,0.5,3250
"6261",6261,35,"gap",16,"b","!","{Yes}",0,2220,"Non-Native",60,0.5,-0.5,2220
"6267",6267,35,"gap",23,"a","!","{Yes}",0,2290,"Non-Native",60,0.5,0.5,2290
"6277",6277,35,"gap",21,"a","!","{Yes}",0,4283,"Non-Native",60,0.5,0.5,4283
"6323",6323,36,"gap",15,"b","!","{Yes}",0,3659,"Non-Native",65,0.5,-0.5,3659
"6329",6329,36,"gap",18,"a","!","{Yes}",0,3754,"Non-Native",65,0.5,0.5,3754
"6332",6332,36,"gap",16,"a","!","{No}",1,8967,"Non-Native",65,0.5,0.5,8967
"6343",6343,36,"gap",14,"a","!","{Yes}",0,4065,"Non-Native",65,0.5,0.5,4065
"6367",6367,36,"gap",24,"a","!","{Yes}",0,2599,"Non-Native",65,0.5,0.5,2599
"6374",6374,36,"gap",22,"a","!","{Yes}",0,5589,"Non-Native",65,0.5,0.5,5589
"6378",6378,36,"gap",23,"b","!","{Yes}",0,4513,"Non-Native",65,0.5,-0.5,4513
"6399",6399,36,"gap",13,"b","!","{Yes}",0,2570,"Non-Native",65,0.5,-0.5,2570
"6402",6402,36,"gap",19,"b","!","{Yes}",0,2858,"Non-Native",65,0.5,-0.5,2858
"6413",6413,36,"gap",17,"b","!","{Yes}",0,2215,"Non-Native",65,0.5,-0.5,2215
"6419",6419,36,"gap",20,"a","!","{Yes}",0,4797,"Non-Native",65,0.5,0.5,4797
"6468",6468,36,"gap",21,"b","!","{Yes}",0,2213,"Non-Native",65,0.5,-0.5,2213
"6498",6498,37,"gap",19,"a","!","{Yes}",0,2232,"Non-Native",64,0.5,0.5,2232
"6508",6508,37,"gap",15,"a","!","{Yes}",0,2603,"Non-Native",64,0.5,0.5,2603
"6515",6515,37,"gap",23,"a","!","{No}",1,6814,"Non-Native",64,0.5,0.5,6814
"6522",6522,37,"gap",24,"b","!","{Yes}",0,3662,"Non-Native",64,0.5,-0.5,3662
"6562",6562,37,"gap",14,"b","!","{Yes}",0,1489,"Non-Native",64,0.5,-0.5,1489
"6587",6587,37,"gap",22,"b","!","{No}",1,5426,"Non-Native",64,0.5,-0.5,5426
"6604",6604,37,"gap",18,"b","!","{No}",1,2815,"Non-Native",64,0.5,-0.5,2815
"6615",6615,37,"gap",21,"a","!","{Yes}",0,2112,"Non-Native",64,0.5,0.5,2112
"6619",6619,37,"gap",20,"b","!","{No}",1,2906,"Non-Native",64,0.5,-0.5,2906
"6649",6649,37,"gap",13,"a","!","{Yes}",0,2257,"Non-Native",64,0.5,0.5,2257
"6655",6655,37,"gap",17,"a","!","{Yes}",0,3800,"Non-Native",64,0.5,0.5,3800
"6658",6658,37,"gap",16,"b","!","{No}",1,2430,"Non-Native",64,0.5,-0.5,2430
"6675",6675,38,"gap",23,"b","!","{Yes}",0,10080,"Non-Native",80,-0.5,-0.5,NA
"6682",6682,38,"gap",20,"a","!","{Yes}",0,3257,"Non-Native",80,-0.5,0.5,3257
"6694",6694,38,"gap",16,"a","!","{Yes}",0,4451,"Non-Native",80,-0.5,0.5,4451
"6705",6705,38,"gap",15,"b","!","{Yes}",0,2152,"Non-Native",80,-0.5,-0.5,2152
"6733",6733,38,"gap",21,"b","!","{Yes}",0,1976,"Non-Native",80,-0.5,-0.5,1976
"6739",6739,38,"gap",24,"a","!","{Yes}",0,1865,"Non-Native",80,-0.5,0.5,1865
"6760",6760,38,"gap",14,"a","!","{Yes}",0,1680,"Non-Native",80,-0.5,0.5,1680
"6770",6770,38,"gap",13,"b","!","{Yes}",0,2286,"Non-Native",80,-0.5,-0.5,2286
"6773",6773,38,"gap",18,"a","!","{No}",1,2595,"Non-Native",80,-0.5,0.5,2595
"6826",6826,38,"gap",22,"a","!","{No}",1,1817,"Non-Native",80,-0.5,0.5,1817
"6829",6829,38,"gap",17,"b","!","{No}",1,2596,"Non-Native",80,-0.5,-0.5,2596
"6833",6833,38,"gap",19,"b","!","{No}",1,2482,"Non-Native",80,-0.5,-0.5,2482
"6855",6855,39,"gap",14,"b","!","{Yes}",0,5353,"Non-Native",83,-0.5,-0.5,5353
"6889",6889,39,"gap",19,"a","!","{Yes}",0,5318,"Non-Native",83,-0.5,0.5,5318
"6896",6896,39,"gap",24,"b","!","{Yes}",0,2682,"Non-Native",83,-0.5,-0.5,2682
"6911",6911,39,"gap",17,"a","!","{Yes}",0,1942,"Non-Native",83,-0.5,0.5,1942
"6933",6933,39,"gap",20,"b","!","{No}",1,3035,"Non-Native",83,-0.5,-0.5,3035
"6940",6940,39,"gap",15,"a","!","{Yes}",0,2089,"Non-Native",83,-0.5,0.5,2089
"6943",6943,39,"gap",16,"b","!","{No}",1,6113,"Non-Native",83,-0.5,-0.5,6113
"6953",6953,39,"gap",18,"b","!","{No}",1,6596,"Non-Native",83,-0.5,-0.5,6596
"6957",6957,39,"gap",22,"b","!","{Yes}",0,4178,"Non-Native",83,-0.5,-0.5,4178
"6974",6974,39,"gap",13,"a","!","{Yes}",0,4555,"Non-Native",83,-0.5,0.5,4555
"7008",7008,39,"gap",23,"a","!","{Yes}",0,3152,"Non-Native",83,-0.5,0.5,3152
"7011",7011,39,"gap",21,"a","!","{Yes}",0,3600,"Non-Native",83,-0.5,0.5,3600
"7053",7053,40,"gap",13,"b","!","{Yes}",0,3947,"Non-Native",75,-0.5,-0.5,3947
"7061",7061,40,"gap",17,"b","!","{No}",1,3934,"Non-Native",75,-0.5,-0.5,3934
"7065",7065,40,"gap",20,"a","!","{Yes}",0,2816,"Non-Native",75,-0.5,0.5,2816
"7078",7078,40,"gap",21,"b","!","{Yes}",0,2272,"Non-Native",75,-0.5,-0.5,2272
"7105",7105,40,"gap",16,"a","!","{Yes}",0,3200,"Non-Native",75,-0.5,0.5,3200
"7119",7119,40,"gap",19,"b","!","{Yes}",0,3117,"Non-Native",75,-0.5,-0.5,3117
"7127",7127,40,"gap",24,"a","!","{Yes}",0,2797,"Non-Native",75,-0.5,0.5,2797
"7153",7153,40,"gap",18,"a","!","{Yes}",0,2563,"Non-Native",75,-0.5,0.5,2563
"7160",7160,40,"gap",22,"a","!","{Yes}",0,3203,"Non-Native",75,-0.5,0.5,3203
"7167",7167,40,"gap",15,"b","!","{Yes}",0,6320,"Non-Native",75,-0.5,-0.5,6320
"7181",7181,40,"gap",23,"b","!","{No}",1,7503,"Non-Native",75,-0.5,-0.5,7503
"7185",7185,40,"gap",14,"a","!","{Yes}",0,2288,"Non-Native",75,-0.5,0.5,2288
