"","X","subject","type","item","condition","question","correct_answer","response","rt","group","proficiency1","proficiency2","ambiguity","trimmed_rt"
"816",816,5,"gp",16,"d","!","{The_assistant}",1,1877,"Non-Native",71,0.5,-0.5,1877
"826",826,5,"gp",24,"d","!","{The_director}",1,1794,"Non-Native",71,0.5,-0.5,1794
"834",834,5,"gp",23,"c","!","{The_mother}",0,7406,"Non-Native",71,0.5,0.5,7406
"854",854,5,"gp",12,"d","!","{The_baby}",1,1353,"Non-Native",71,0.5,-0.5,1353
"864",864,5,"gp",15,"c","!","{The_aunt}",0,1488,"Non-Native",71,0.5,0.5,1488
"867",867,5,"gp",11,"c","!","{The_lady}",0,1257,"Non-Native",71,0.5,0.5,1257
"884",884,5,"gp",3,"c","!","{The_two_journalists}",0,1536,"Non-Native",71,0.5,0.5,1536
"935",935,6,"gp",6,"c","!","{The_two_kids}",0,5570,"Non-Native",70,0.5,0.5,5570
"959",959,6,"gp",14,"c","!","{The_doctor}",0,4588,"Non-Native",70,0.5,0.5,4588
"975",975,6,"gp",19,"d","!","{The_basketball_player}",1,3152,"Non-Native",70,0.5,-0.5,3152
"979",979,6,"gp",7,"d","!","{The_lady}",1,1644,"Non-Native",70,0.5,-0.5,1644
"985",985,6,"gp",22,"c","!","{The_coach}",1,1262,"Non-Native",70,0.5,0.5,1262
"1006",1006,6,"gp",11,"d","!","{The_friend}",1,2256,"Non-Native",70,0.5,-0.5,2256
"1024",1024,6,"gp",18,"c","!","{The_baby}",1,1635,"Non-Native",70,0.5,0.5,1635
"1031",1031,6,"gp",15,"d","!","{The_boy}",1,1660,"Non-Native",70,0.5,-0.5,1660
"1035",1035,6,"gp",3,"d","!","{The_president}",1,2552,"Non-Native",70,0.5,-0.5,2552
"1066",1066,6,"gp",10,"c","!","{The_General}",1,6749,"Non-Native",70,0.5,0.5,6749
"1069",1069,6,"gp",2,"c","!","{The_mother}",0,1582,"Non-Native",70,0.5,0.5,1582
"1075",1075,6,"gp",23,"d","!","{The_child}",1,2842,"Non-Native",70,0.5,-0.5,2842
"1099",1099,7,"gp",5,"c","!","{The_father}",0,3028,"Non-Native",63,0.5,0.5,3028
"1113",1113,7,"gp",21,"c","!","{The_child}",1,2320,"Non-Native",63,0.5,0.5,2320
"1124",1124,7,"gp",14,"d","!","{The_nurse}",1,2631,"Non-Native",63,0.5,-0.5,2631
"1127",1127,7,"gp",2,"d","!","{The_baby}",1,2413,"Non-Native",63,0.5,-0.5,2413
"1138",1138,7,"gp",22,"d","!","{The_coach}",1,2860,"Non-Native",63,0.5,-0.5,2860
"1146",1146,7,"gp",17,"c","!","{The_terrorist}",1,2472,"Non-Native",63,0.5,0.5,2472
"1173",1173,7,"gp",6,"d","!","{The_neighbour}",1,4269,"Non-Native",63,0.5,-0.5,4269
"1196",1196,7,"gp",18,"d","!","{The_baby}",1,2661,"Non-Native",63,0.5,-0.5,2661
"1203",1203,7,"gp",9,"c","!","{The_singer}",1,4447,"Non-Native",63,0.5,0.5,4447
"1221",1221,7,"gp",1,"c","!","{The_man}",1,2799,"Non-Native",63,0.5,0.5,2799
"1245",1245,7,"gp",13,"c","!","{The_boy}",1,2837,"Non-Native",63,0.5,0.5,2837
"1249",1249,7,"gp",10,"d","!","{The_General}",1,3391,"Non-Native",63,0.5,-0.5,3391
"1294",1294,8,"gp",20,"c","!","{The_man}",1,1975,"Non-Native",63,0.5,0.5,1975
"1298",1298,8,"gp",9,"d","!","{The_singer}",1,2159,"Non-Native",63,0.5,-0.5,2159
"1306",1306,8,"gp",12,"c","!","{The_baby}",1,1412,"Non-Native",63,0.5,0.5,1412
"1314",1314,8,"gp",21,"d","!","{The_child}",1,2219,"Non-Native",63,0.5,-0.5,2219
"1330",1330,8,"gp",13,"d","!","{The_boy}",1,1073,"Non-Native",63,0.5,-0.5,1073
"1333",1333,8,"gp",1,"d","!","{The_lawyer}",0,2622,"Non-Native",63,0.5,-0.5,2622
"1341",1341,8,"gp",16,"c","!","{The_assistant}",1,2047,"Non-Native",63,0.5,0.5,2047
"1361",1361,8,"gp",8,"c","!","{Mary}",0,1163,"Non-Native",63,0.5,0.5,1163
"1368",1368,8,"gp",4,"c","!","{The_two_children}",0,2560,"Non-Native",63,0.5,0.5,2560
"1375",1375,8,"gp",24,"c","!","{The_director}",1,1034,"Non-Native",63,0.5,0.5,1034
"1386",1386,8,"gp",5,"d","!","{The_boy}",1,1574,"Non-Native",63,0.5,-0.5,1574
"1414",1414,8,"gp",17,"d","!","{The_terrorist}",1,1790,"Non-Native",63,0.5,-0.5,1790
"1478",1478,9,"gp",12,"d","!","{The_baby}",1,2552,"Non-Native",70,0.5,-0.5,2552
"1506",1506,9,"gp",15,"c","!","{The_boy}",1,2552,"Non-Native",70,0.5,0.5,2552
"1525",1525,9,"gp",8,"d","!","{The_boy}",1,1878,"Non-Native",70,0.5,-0.5,1878
"1546",1546,9,"gp",7,"c","!","{The_lady}",1,1804,"Non-Native",70,0.5,0.5,1804
"1557",1557,9,"gp",4,"d","!","{The_friend}",1,2821,"Non-Native",70,0.5,-0.5,2821
"1563",1563,9,"gp",24,"d","!","{The_director}",1,2090,"Non-Native",70,0.5,-0.5,2090
"1566",1566,9,"gp",3,"c","!","{The_two_journalists}",0,3352,"Non-Native",70,0.5,0.5,3352
"1576",1576,9,"gp",19,"c","!","{The_coach}",0,2581,"Non-Native",70,0.5,0.5,2581
"1584",1584,9,"gp",11,"c","!","{The_friend}",1,4445,"Non-Native",70,0.5,0.5,4445
"1601",1601,9,"gp",23,"c","!","{The_mother}",0,2851,"Non-Native",70,0.5,0.5,2851
"1604",1604,9,"gp",16,"d","!","{The_assistant}",1,2658,"Non-Native",70,0.5,-0.5,2658
"1611",1611,9,"gp",20,"d","!","{The_man}",1,1731,"Non-Native",70,0.5,-0.5,1731
"1645",1645,10,"gp",18,"c","!","{The_father}",0,2234,"Non-Native",70,0.5,0.5,2234
"1652",1652,10,"gp",19,"d","!","{The_coach}",0,3329,"Non-Native",70,0.5,-0.5,3329
"1659",1659,10,"gp",22,"c","!","{The_coach}",1,2024,"Non-Native",70,0.5,0.5,2024
"1677",1677,10,"gp",11,"d","!","{The_friend}",1,2406,"Non-Native",70,0.5,-0.5,2406
"1684",1684,10,"gp",7,"d","!","{The_lady}",1,2643,"Non-Native",70,0.5,-0.5,2643
"1695",1695,10,"gp",15,"d","!","{The_boy}",1,1835,"Non-Native",70,0.5,-0.5,1835
"1717",1717,10,"gp",14,"c","!","{The_nurse}",1,2568,"Non-Native",70,0.5,0.5,2568
"1721",1721,10,"gp",6,"c","!","{The_neighbour}",1,3039,"Non-Native",70,0.5,0.5,3039
"1724",1724,10,"gp",23,"d","!","{The_child}",1,4472,"Non-Native",70,0.5,-0.5,4472
"1731",1731,10,"gp",10,"c","!","{The_General}",1,3179,"Non-Native",70,0.5,0.5,3179
"1761",1761,10,"gp",3,"d","!","{The_president}",1,3074,"Non-Native",70,0.5,-0.5,3074
"1795",1795,10,"gp",2,"c","!","{The_baby}",1,3237,"Non-Native",70,0.5,0.5,3237
"1820",1820,11,"gp",17,"c","!","{The_terrorist}",1,1297,"Non-Native",73,-0.5,0.5,1297
"1855",1855,11,"gp",2,"d","!","{The_baby}",1,1703,"Non-Native",73,-0.5,-0.5,1703
"1862",1862,11,"gp",13,"c","!","{The_boy}",1,3035,"Non-Native",73,-0.5,0.5,3035
"1878",1878,11,"gp",9,"c","!","{The_singer}",1,3001,"Non-Native",73,-0.5,0.5,3001
"1896",1896,11,"gp",5,"c","!","{The_father}",0,1605,"Non-Native",73,-0.5,0.5,1605
"1900",1900,11,"gp",1,"c","!","{The_man}",1,2691,"Non-Native",73,-0.5,0.5,2691
"1903",1903,11,"gp",10,"d","!","{The_General}",1,1328,"Non-Native",73,-0.5,-0.5,1328
"1913",1913,11,"gp",14,"d","!","{The_nurse}",1,2060,"Non-Native",73,-0.5,-0.5,2060
"1924",1924,11,"gp",18,"d","!","{The_baby}",1,2528,"Non-Native",73,-0.5,-0.5,2528
"1950",1950,11,"gp",22,"d","!","{The_coach}",1,1507,"Non-Native",73,-0.5,-0.5,1507
"1963",1963,11,"gp",21,"c","!","{Anna}",0,1504,"Non-Native",73,-0.5,0.5,1504
"1973",1973,11,"gp",6,"d","!","{The_neighbour}",1,2020,"Non-Native",73,-0.5,-0.5,2020
"2012",2012,12,"gp",1,"d","!","{The_man}",1,1832,"Non-Native",72,-0.5,-0.5,1832
"2015",2015,12,"gp",9,"d","!","{The_singer}",1,1407,"Non-Native",72,-0.5,-0.5,1407
"2023",2023,12,"gp",20,"c","!","{The_man}",1,3356,"Non-Native",72,-0.5,0.5,3356
"2031",2031,12,"gp",12,"c","!","{The_nurse}",0,1903,"Non-Native",72,-0.5,0.5,1903
"2035",2035,12,"gp",17,"d","!","{The_terrorist}",1,1103,"Non-Native",72,-0.5,-0.5,1103
"2087",2087,12,"gp",8,"c","!","{The_boy}",1,1287,"Non-Native",72,-0.5,0.5,1287
"2093",2093,12,"gp",21,"d","!","{The_child}",1,1756,"Non-Native",72,-0.5,-0.5,1756
"2096",2096,12,"gp",13,"d","!","{The_boy}",1,1896,"Non-Native",72,-0.5,-0.5,1896
"2103",2103,12,"gp",16,"c","!","{The_assistant}",1,2610,"Non-Native",72,-0.5,0.5,2610
"2113",2113,12,"gp",24,"c","!","{The_director}",1,1731,"Non-Native",72,-0.5,0.5,1731
"2120",2120,12,"gp",4,"c","!","{The_friend}",1,1639,"Non-Native",72,-0.5,0.5,1639
"2135",2135,12,"gp",5,"d","!","{The_boy}",1,1207,"Non-Native",72,-0.5,-0.5,1207
"2186",2186,13,"gp",24,"d","!","{The_director}",1,2006,"Non-Native",75,-0.5,-0.5,2006
"2206",2206,13,"gp",20,"d","!","{The_man}",1,2272,"Non-Native",75,-0.5,-0.5,2272
"2219",2219,13,"gp",15,"c","!","{The_boy}",1,1696,"Non-Native",75,-0.5,0.5,1696
"2230",2230,13,"gp",8,"d","!","{The_boy}",1,1778,"Non-Native",75,-0.5,-0.5,1778
"2233",2233,13,"gp",19,"c","!","{The_basketball_player}",1,1875,"Non-Native",75,-0.5,0.5,1875
"2248",2248,13,"gp",12,"d","!","{The_baby}",1,2507,"Non-Native",75,-0.5,-0.5,2507
"2258",2258,13,"gp",4,"d","!","{The_friend}",1,2636,"Non-Native",75,-0.5,-0.5,2636
"2269",2269,13,"gp",7,"c","!","{The_man}",0,1986,"Non-Native",75,-0.5,0.5,1986
"2297",2297,13,"gp",3,"c","!","{The_president}",1,2188,"Non-Native",75,-0.5,0.5,2188
"2307",2307,13,"gp",16,"d","!","{The_assistant}",1,2186,"Non-Native",75,-0.5,-0.5,2186
"2314",2314,13,"gp",23,"c","!","{The_mother}",0,2403,"Non-Native",75,-0.5,0.5,2403
"2324",2324,13,"gp",11,"c","!","{The_friend}",1,2271,"Non-Native",75,-0.5,0.5,2271
"2359",2359,14,"gp",18,"c","!","{The_father}",0,1919,"Non-Native",69,0.5,0.5,1919
"2380",2380,14,"gp",11,"d","!","{The_friend}",1,2086,"Non-Native",69,0.5,-0.5,2086
"2387",2387,14,"gp",19,"d","!","{The_basketball_player}",1,2696,"Non-Native",69,0.5,-0.5,2696
"2403",2403,14,"gp",7,"d","!","{The_lady}",1,1768,"Non-Native",69,0.5,-0.5,1768
"2414",2414,14,"gp",14,"c","!","{The_nurse}",1,9377,"Non-Native",69,0.5,0.5,NA
"2424",2424,14,"gp",23,"d","!","{The_child}",1,2132,"Non-Native",69,0.5,-0.5,2132
"2434",2434,14,"gp",22,"c","!","{The_two_footballers}",0,3532,"Non-Native",69,0.5,0.5,3532
"2486",2486,14,"gp",2,"c","!","{The_baby}",1,1804,"Non-Native",69,0.5,0.5,1804
"2492",2492,14,"gp",3,"d","!","{The_president}",1,2508,"Non-Native",69,0.5,-0.5,2508
"2504",2504,14,"gp",15,"d","!","{The_boy}",1,2215,"Non-Native",69,0.5,-0.5,2215
"2510",2510,14,"gp",10,"c","!","{The_General}",1,1936,"Non-Native",69,0.5,0.5,1936
"2514",2514,14,"gp",6,"c","!","{The_two_kids}",0,3226,"Non-Native",69,0.5,0.5,3226
"2544",2544,15,"gp",6,"d","!","{The_neighbour}",1,1792,"Non-Native",77,-0.5,-0.5,1792
"2548",2548,15,"gp",18,"d","!","{The_baby}",1,1941,"Non-Native",77,-0.5,-0.5,1941
"2594",2594,15,"gp",5,"c","!","{The_boy}",1,1585,"Non-Native",77,-0.5,0.5,1585
"2597",2597,15,"gp",2,"d","!","{The_baby}",1,1552,"Non-Native",77,-0.5,-0.5,1552
"2609",2609,15,"gp",17,"c","!","{The_terrorist}",1,1684,"Non-Native",77,-0.5,0.5,1684
"2630",2630,15,"gp",21,"c","!","{The_child}",1,1181,"Non-Native",77,-0.5,0.5,1181
"2664",2664,15,"gp",22,"d","!","{The_coach}",1,1317,"Non-Native",77,-0.5,-0.5,1317
"2670",2670,15,"gp",1,"c","!","{The_man}",1,1262,"Non-Native",77,-0.5,0.5,1262
"2674",2674,15,"gp",10,"d","!","{The_General}",1,1281,"Non-Native",77,-0.5,-0.5,1281
"2681",2681,15,"gp",13,"c","!","{The_boy}",1,1195,"Non-Native",77,-0.5,0.5,1195
"2691",2691,15,"gp",9,"c","!","{The_singer}",1,1012,"Non-Native",77,-0.5,0.5,1012
"2699",2699,15,"gp",14,"d","!","{The_nurse}",1,2036,"Non-Native",77,-0.5,-0.5,2036
"2723",2723,16,"gp",16,"c","!","{The_researcher}",0,3738,"Non-Native",89,-0.5,0.5,3738
"2728",2728,16,"gp",20,"c","!","{The_two_friends}",0,3060,"Non-Native",89,-0.5,0.5,3060
"2732",2732,16,"gp",13,"d","!","{The_boy}",1,2208,"Non-Native",89,-0.5,-0.5,2208
"2756",2756,16,"gp",8,"c","!","{Mary}",0,2018,"Non-Native",89,-0.5,0.5,2018
"2759",2759,16,"gp",9,"d","!","{The_singer}",1,3881,"Non-Native",89,-0.5,-0.5,3881
"2772",2772,16,"gp",24,"c","!","{The_actresses}",0,2640,"Non-Native",89,-0.5,0.5,2640
"2782",2782,16,"gp",21,"d","!","{The_child}",1,1606,"Non-Native",89,-0.5,-0.5,1606
"2796",2796,16,"gp",17,"d","!","{The_terrorist}",1,1688,"Non-Native",89,-0.5,-0.5,1688
"2815",2815,16,"gp",12,"c","!","{The_nurse}",0,1550,"Non-Native",89,-0.5,0.5,1550
"2825",2825,16,"gp",4,"c","!","{The_two_children}",0,2791,"Non-Native",89,-0.5,0.5,2791
"2875",2875,16,"gp",1,"d","!","{The_man}",1,2058,"Non-Native",89,-0.5,-0.5,2058
"2878",2878,16,"gp",5,"d","!","{The_boy}",1,1930,"Non-Native",89,-0.5,-0.5,1930
"2895",2895,17,"gp",23,"c","!","{The_child}",1,2185,"Non-Native",82,-0.5,0.5,2185
"2912",2912,17,"gp",16,"d","!","{The_assistant}",1,2462,"Non-Native",82,-0.5,-0.5,2462
"2915",2915,17,"gp",3,"c","!","{The_president}",1,2284,"Non-Native",82,-0.5,0.5,2284
"2930",2930,17,"gp",7,"c","!","{The_lady}",1,1942,"Non-Native",82,-0.5,0.5,1942
"2937",2937,17,"gp",15,"c","!","{The_boy}",1,4610,"Non-Native",82,-0.5,0.5,4610
"2940",2940,17,"gp",20,"d","!","{The_man}",1,2434,"Non-Native",82,-0.5,-0.5,2434
"2989",2989,17,"gp",4,"d","!","{The_friend}",1,2478,"Non-Native",82,-0.5,-0.5,2478
"2995",2995,17,"gp",12,"d","!","{The_baby}",1,2720,"Non-Native",82,-0.5,-0.5,2720
"3005",3005,17,"gp",19,"c","!","{The_basketball_player}",1,3805,"Non-Native",82,-0.5,0.5,3805
"3017",3017,17,"gp",8,"d","!","{The_boy}",1,8896,"Non-Native",82,-0.5,-0.5,8896
"3024",3024,17,"gp",24,"d","!","{The_director}",1,2083,"Non-Native",82,-0.5,-0.5,2083
"3028",3028,17,"gp",11,"c","!","{The_friend}",1,2589,"Non-Native",82,-0.5,0.5,2589
"3079",3079,18,"gp",10,"c","!","{The_General}",1,2212,"Non-Native",89,-0.5,0.5,2212
"3093",3093,18,"gp",22,"c","!","{The_coach}",1,5736,"Non-Native",89,-0.5,0.5,NA
"3106",3106,18,"gp",23,"d","!","{The_child}",1,1695,"Non-Native",89,-0.5,-0.5,1695
"3113",3113,18,"gp",3,"d","!","{The_president}",1,1594,"Non-Native",89,-0.5,-0.5,1594
"3117",3117,18,"gp",7,"d","!","{The_lady}",1,2285,"Non-Native",89,-0.5,-0.5,2285
"3141",3141,18,"gp",18,"c","!","{The_baby}",1,2028,"Non-Native",89,-0.5,0.5,2028
"3155",3155,18,"gp",15,"d","!","{The_boy}",1,1355,"Non-Native",89,-0.5,-0.5,1355
"3162",3162,18,"gp",6,"c","!","{The_neighbour}",1,2041,"Non-Native",89,-0.5,0.5,2041
"3180",3180,18,"gp",11,"d","!","{The_friend}",1,1417,"Non-Native",89,-0.5,-0.5,1417
"3203",3203,18,"gp",2,"c","!","{The_baby}",1,2520,"Non-Native",89,-0.5,0.5,2520
"3207",3207,18,"gp",14,"c","!","{The_nurse}",1,1599,"Non-Native",89,-0.5,0.5,1599
"3218",3218,18,"gp",19,"d","!","{The_basketball_player}",1,1648,"Non-Native",89,-0.5,-0.5,1648
"3267",3267,19,"gp",1,"c","!","{The_man}",1,4679,"Non-Native",53,0.5,0.5,4679
"3282",3282,19,"gp",13,"c","!","{The_boy}",1,8005,"Non-Native",53,0.5,0.5,8005
"3286",3286,19,"gp",18,"d","!","{The_baby}",1,4597,"Non-Native",53,0.5,-0.5,4597
"3313",3313,19,"gp",10,"d","!","{The_General}",1,3623,"Non-Native",53,0.5,-0.5,3623
"3319",3319,19,"gp",9,"c","!","{The_singer}",1,3439,"Non-Native",53,0.5,0.5,3439
"3359",3359,19,"gp",6,"d","!","{The_neighbour}",1,3365,"Non-Native",53,0.5,-0.5,3365
"3372",3372,19,"gp",21,"c","!","{The_child}",1,3900,"Non-Native",53,0.5,0.5,3900
"3376",3376,19,"gp",2,"d","!","{The_baby}",1,2412,"Non-Native",53,0.5,-0.5,2412
"3388",3388,19,"gp",17,"c","!","{The_terrorist}",1,3131,"Non-Native",53,0.5,0.5,3131
"3398",3398,19,"gp",5,"c","!","{The_father}",0,2502,"Non-Native",53,0.5,0.5,2502
"3401",3401,19,"gp",22,"d","!","{The_coach}",1,2652,"Non-Native",53,0.5,-0.5,2652
"3405",3405,19,"gp",14,"d","!","{The_nurse}",1,2324,"Non-Native",53,0.5,-0.5,2324
"3435",3435,20,"gp",16,"c","!","{The_assistant}",1,2075,"Non-Native",81,-0.5,0.5,2075
"3480",3480,20,"gp",17,"d","!","{The_terrorist}",1,2942,"Non-Native",81,-0.5,-0.5,2942
"3487",3487,20,"gp",12,"c","!","{The_baby}",1,2481,"Non-Native",81,-0.5,0.5,2481
"3496",3496,20,"gp",1,"d","!","{The_lawyer}",0,3605,"Non-Native",81,-0.5,-0.5,3605
"3510",3510,20,"gp",24,"c","!","{The_director}",1,2462,"Non-Native",81,-0.5,0.5,2462
"3521",3521,20,"gp",21,"d","!","{The_child}",1,3257,"Non-Native",81,-0.5,-0.5,3257
"3539",3539,20,"gp",13,"d","!","{The_boy}",1,1886,"Non-Native",81,-0.5,-0.5,1886
"3542",3542,20,"gp",8,"c","!","{The_boy}",1,1979,"Non-Native",81,-0.5,0.5,1979
"3559",3559,20,"gp",5,"d","!","{The_boy}",1,4553,"Non-Native",81,-0.5,-0.5,4553
"3583",3583,20,"gp",9,"d","!","{The_pianist}",0,2343,"Non-Native",81,-0.5,-0.5,2343
"3594",3594,20,"gp",20,"c","!","{The_two_friends}",0,1992,"Non-Native",81,-0.5,0.5,1992
"3598",3598,20,"gp",4,"c","!","{The_two_children}",0,1696,"Non-Native",81,-0.5,0.5,1696
"3622",3622,21,"gp",19,"c","!","{The_basketball_player}",1,3509,"Non-Native",86,-0.5,0.5,3509
"3632",3632,21,"gp",16,"d","!","{The_assistant}",1,2801,"Non-Native",86,-0.5,-0.5,2801
"3654",3654,21,"gp",20,"d","!","{The_man}",1,1574,"Non-Native",86,-0.5,-0.5,1574
"3664",3664,21,"gp",7,"c","!","{The_lady}",1,1404,"Non-Native",86,-0.5,0.5,1404
"3686",3686,21,"gp",15,"c","!","{The_boy}",1,1826,"Non-Native",86,-0.5,0.5,1826
"3698",3698,21,"gp",12,"d","!","{The_baby}",1,1400,"Non-Native",86,-0.5,-0.5,1400
"3713",3713,21,"gp",8,"d","!","{The_boy}",1,1266,"Non-Native",86,-0.5,-0.5,1266
"3730",3730,21,"gp",24,"d","!","{The_director}",1,1834,"Non-Native",86,-0.5,-0.5,1834
"3737",3737,21,"gp",3,"c","!","{The_president}",1,1774,"Non-Native",86,-0.5,0.5,1774
"3740",3740,21,"gp",11,"c","!","{The_friend}",1,1679,"Non-Native",86,-0.5,0.5,1679
"3769",3769,21,"gp",4,"d","!","{The_friend}",1,1390,"Non-Native",86,-0.5,-0.5,1390
"3778",3778,21,"gp",23,"c","!","{The_child}",1,2952,"Non-Native",86,-0.5,0.5,2952
"3798",3798,22,"gp",15,"d","!","{The_aunt}",0,2110,"Non-Native",53,0.5,-0.5,2110
"3815",3815,22,"gp",2,"c","!","{The_mother}",0,1575,"Non-Native",53,0.5,0.5,1575
"3848",3848,22,"gp",7,"d","!","{The_lady}",1,1918,"Non-Native",53,0.5,-0.5,1918
"3858",3858,22,"gp",11,"d","!","{The_friend}",1,1018,"Non-Native",53,0.5,-0.5,1018
"3889",3889,22,"gp",3,"d","!","{The_president}",1,3000,"Non-Native",53,0.5,-0.5,3000
"3900",3900,22,"gp",22,"c","!","{The_two_footballers}",0,1693,"Non-Native",53,0.5,0.5,1693
"3903",3903,22,"gp",18,"c","!","{The_father}",0,1485,"Non-Native",53,0.5,0.5,1485
"3910",3910,22,"gp",10,"c","!","{The_General}",1,1722,"Non-Native",53,0.5,0.5,1722
"3927",3927,22,"gp",23,"d","!","{The_child}",1,2266,"Non-Native",53,0.5,-0.5,2266
"3943",3943,22,"gp",19,"d","!","{The_basketball_player}",1,1600,"Non-Native",53,0.5,-0.5,1600
"3947",3947,22,"gp",6,"c","!","{The_two_kids}",0,2125,"Non-Native",53,0.5,0.5,2125
